epoch,correlation
0,0.4326229535778432
5,0.5249163705753521
10,0.48624636961584167
15,0.5923346646365036
20,0.6482337609154768
25,0.6632562451480706
30,0.6569034737517677
35,0.6298827183858798
40,0.661467502182482
45,0.5712675497592609
50,0.6120759158966291
