epoch,correlation
0,0.185064288059517
5,0.6832994032568455
10,0.6808330152780844
15,0.5481149965064486
20,0.29209008615664644
25,0.37439506773679443
30,0.6377053846297108
35,0.6581484008973495
40,0.5296445148141568
45,0.6069955146400536
50,0.5091283281745107
55,0.5584443674965996
