epoch,correlation
0,0.5943577811653512
5,0.679256383139098
10,0.6500288405225749
15,0.6358458096616402
20,0.6756750185644772
25,0.6938777681427578
30,0.6903012031820606
35,0.6717962039426147
40,0.6714948701906911
45,0.6782842707904729
