epoch,correlation
0,0.30795671131833224
5,0.5891539178114342
10,0.6509311780661208
15,0.6445304641526663
20,0.6071302315009659
25,0.6099423537533963
30,0.623457458477058
35,0.6330417145738678
40,0.634948262966787
45,0.6209265299679294
50,0.5998425031429633
55,0.6845990784718532
60,0.6128221173122229
65,0.5980841974504661
70,0.659670925683767
75,0.6342077304570756
80,0.658698042285927
85,0.5706750720614331
90,0.5108870179107051
95,0.5554249195304936
