epoch,correlation
0,0.6202446762104058
5,0.5507801373810051
10,0.5103879730276976
15,0.4851823494212693
20,0.4648045513037878
25,0.46136183882644743
30,0.45444242865614787
35,0.4534421696926512
40,0.4325123244590117
45,0.45099307331706046
50,0.4267844424349911
55,0.42260744485713886
60,0.41643119607643714
65,0.413338443959788
70,0.41467740466117314
75,0.3987341165243893
80,0.4047572360945864
85,0.39865389696128983
90,0.39212724994248915
95,0.3726927283671249
