epoch,correlation
0,0.6200730239035984
5,0.5204222855652122
10,0.49257320028224083
15,0.4748200426064083
20,0.4695530629482756
25,0.46217954481067103
30,0.4584625191554909
35,0.4498316518267379
40,0.4361855572372004
45,0.4197085208032412
50,0.42017116492160433
55,0.40822896052299995
60,0.4092408959884652
65,0.3875434275400199
70,0.37329581840611176
75,0.37328990791929906
80,0.38203459323553524
85,0.3612211778254232
90,0.36194541747909503
95,0.35690789413489077
